id,question,choices,answerKey
Mercury_SC_413240,At which temperature water can turn to ice?,"{'text': ['0 degrees Celsius', '32 degrees Celsius', '100 degrees Celsius', '212 degrees Celsius'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7186358,"""Scientists researching fossil bones and teeth of dinosaurs have been researched for the last century. Recent discoveries of these ones have also revealed details of soft tissues, such as skin. Which is best for a scientist to do when reporting research on dinosaurs now?""","{'text': ['exclude research on teeth or bones', 'predict what the next discovery will be', 'analyze new data as it becomes available', 'delete earlier reports that were missing the new findings'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7166425,"Molly be making iced tea by putting tea bags in water boiling. She are needing to cool the tea hot quickly, so she poured it into a jug full of ice.","{'text': ['from the ice to the tea', 'from the tea to the ice', 'from the pitcher to the tea', 'from the ice to the pitcher'], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2007_8_3,Logging companies cuts trees down in a forest plus send the trees to lumber mills far from the forest.,"{'text': ['the price of boards will increase', 'the price of boards will decrease', 'there will be more boards available', 'there will be more trees for logging'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7094290,"""Living things could come from matter dead. People believing flies would develop from rotting meat. This idea was later proven wrong mainly because""","{'text': ['the discovery of the atom.', 'better surgical techniques.', 'continued experimentation.', 'the invention of the microscope.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7186568,"""Cells can take in food for energy. The lysosome, the part aiding in breaking down the food in, is what?""","{'text': ['building proteins', 'breaking down wastes', 'controlling the activities of the cell', 'converting energy from one form into another'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_402216,"""When an electric flow is passed through water (H_{2}O) using a special tool's, hydrogen (H_{2}) and oxygen (O_{2}) formed gases plus can be shown within a simple formula.""","{'text': ['H_{2}O -> H + O + H', '2H_{2}O(l) -> 2H_{2}(g) + O_{2}(g)', 'H:O:H -> H_{2}O', 'H_{2}O(l) -> 2H(g) + O(g)'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_404894,Which is a fact about penguins?,"{'text': ['Penguins can live in climates with freezing temperatures.', 'Penguins are fierce competitors.', 'Penguins are some of the most beautiful birds.', 'Penguins make great pets.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2002_8_11,"""A glass of 110°F water's heating is placed in a room next to glass 50°F water's. The temperature of the room is 73°F at all times. If the two glasses were left in the room overnight, the temperature for both glasses of water the next day would be approximately""","{'text': ['43°F.', '50°F.', '73°F.', '90°F.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_405086,"""Snow, rain, hail, and fog can be forms of's""","{'text': ['gas.', 'water.', 'wind.', 'clouds.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_408324,"Scott does fill a tray with juice and does put in it a freezer. The next day, Scott opened the freezer. How did the juice most likely change?","{'text': ['It condensed.', 'It evaporated.', 'It became a gas.', 'It became a solid.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_412202,"""Students' heating three <blank>s to different temperatures during a classroom demonstration, each <blank> emitted light of a different color as shown below. Object 1: blue light Object 2: red light Object 3: orange light Which list presents these ones in order from highest to lowest temperature?""","{'text': ['Object 1, Object 2, Object 3', 'Object 1, Object 3, Object 2', 'Object 2, Object 1, Object 3', 'Object 2, Object 3, Object 1'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_409139,Tiny organisms called plankton live in oceans. Some plankton can take energy from the Sun and turn it into food. How are plankton most useful to the animals that live in the ocean?,"{'text': ['Plankton are colorful.', 'Plankton clean the water.', 'Plankton release oxygen.', 'Plankton reproduce quickly.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7171605,Students are looking closely at two old remains in a lab. They are told by the teacher these ones were found in different rock layers. What can the students most likely find out from just looking at these ones in?,"{'text': ['how each organism died', 'the exact age of the fossils', 'when the fossils were discovered', 'the type of environment in which the organisms lived'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7210245,"""The distance amidst Earth and the Sun help can make water easily available for living things. Which thing about water is most important for these living things?""","{'text': ['its ability to freeze', 'its specific heat capacity', 'its ability to exist as a liquid', 'its high surface tension'], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2008_4_25,"""Which statement correct describes a property of a type of matter?""","{'text': ['Air is a mixture of gases.', 'Ice is a mixture of gases.', 'Air is a liquid.', 'Ice is a liquid.'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_19,"""Which statement describes a positive effected regarding a scientific discovery?""","{'text': ['It makes some people upset.', 'It takes a long time to be useful.', 'It helps explain how things work.', 'It causes work to be more difficult.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400402,Which natural event happens most often?,"{'text': ['sunrise', 'equinox', 'full moon', 'solar eclipse'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7234308,A scientist maps carefully amid an area long which earthquakes start in's plus decides this area is a special line where plates move.,"{'text': ['Volcanism also characterizes the region.', 'Earthquake centers in the region occur at shallow depths.', 'The region shows extensive faulting of sediments.', 'Equal crust densities are found on opposite sides of the region.'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2014_5_8,"""Which best describes how the sun might compare to a star, sized, if they were next each other?""","{'text': ['The sun would be enormous next to an average star.', 'The sun would be tiny next to one of the largest stars.', 'The sun would be extremely bright next to an average star.', 'The sun would be very dim next to one of the smallest stars.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400407,Which statement is true concerning the solar system?,"{'text': ['The gas planets are closer to the Sun.', 'The solid planets are closer to the Sun.', 'The planets are arranged in order of increasing size.', 'The solid planets are much larger than the gas planets.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2015_4_26,"""In the spring and early summer, bears scratch often against trees to remove winter fur. This be an example of an animal""","{'text': ['completing its life cycle', 'beginning hibernation', 'responding to its environment', 'preparing for migration'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2008_8_34,Which statement best describe the energy changes that occur while a child is riding on a sled hill snow-covered down a steep?,"{'text': ['Kinetic energy decreases and potential energy increases.', 'Kinetic energy increases and potential energy decreases.', 'Both potential energy and kinetic energy decrease.', 'Both potential energy and kinetic energy increase.'], 'label': ['1', '2', '3', '4']}",2
Mercury_7212398,"""To separate salt from water, the best way is with the use of""","{'text': ['oil.', 'heat.', 'a magnet.', 'rubbing alcohol.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401290,"""Which be the piece of equipment best to find out the shape of the United States's?""","{'text': ['radar', 'compass', 'satellite', 'radio'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_402120,"""Which tool would be best to determine how long it takes a cup of water to boil ?""","{'text': ['balance', 'hot plate', 'stopwatch', 'thermometer'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_184975,"""Scientists consider all of the next to find out how closely connected living things are except.""","{'text': ['embryonic structures.', 'homologous structures.', 'analogous structures.', 'vestigial structures.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400578,"""Which behavior learned's is an example?""","{'text': ['A tiger hunts a deer.', 'A mouse runs from a coyote.', 'A salmon migrates up a river.', 'A woodpecker taps a tree for insects.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2003_5_33,"""Air can take up space. What could be done to show air can take up space?""","{'text': ['observe clouds forming', 'measure the air temperature', 'blow up a beach ball or balloon', 'weigh a glass before and after it is filled with water'], 'label': ['A', 'B', 'C', 'D']}",C
TAKS_2009_8_32,Which of these ones is most influenced by the environment?,"{'text': ['Body weight', 'Eye color', 'Blood type', 'Color blindness'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400440,"""What is the products in the reaction shown below? HCl + NaOH ->""","{'text': ['Na + Cl_{2}', 'NaCL + OH', 'NaOH + Cl', 'NaCl + H_{2}O'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_416529,"""Why do most of the leaves tree amid the forest grow at the top of the tree?""","{'text': ['to scatter seeds', 'to capture sunlight', 'to shade the trunk', 'to collect water'], 'label': ['A', 'B', 'C', 'D']}",B
TIMSS_2003_8_pg80,"""Which of these ones used in fish have the same job as the human lung?""","{'text': ['kidney', 'heart', 'gill', 'skin'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_416645,"""The group of volvox and the tiny living thing are similar because they have many small parts that help them move.""","{'text': ['They both move at the same rate.', 'They both move away from light.', 'They both move in the same direction.', 'They both move toward an energy source.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_LBS11018,Some student is performing hardness tests on several substances. X scratches Y. Y scratches Z. Z scratches W. Which of these statements best describes substance W's hardness?,"{'text': ['W is the softest of the four substances tested.', 'W is the hardest of the four substances tested.', 'W can scratch Y.', 'W can scratch X.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_417147,"""The salt in ocean water come from all of the following except""","{'text': ['eroding land.', 'melting glacial ice.', 'volcanic emissions.', 'reactions on the sea floor.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7016765,What is the main cause of rainstorms ?,"{'text': ['Earth is heated by the Sun.', 'Mountains direct moist air upward.', 'Water forms droplets when cooled.', 'Most of Earth is covered with water.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_415303,"""Garden plants on Earth require four resources to stay alive: soil, air, water, and sunlight. How many of these ones necessary for life to exist on the moon or another planet?""","{'text': ['4', '3', '2', '1'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7136885,"Some scientists are predicting that as greenhouse gases change rapidly the climate concerning Earth, the number and strength of hurricanes can increase.","{'text': ['depths of the oceans.', 'speed of currents in the oceans.', 'chemical compositions of the oceans.', 'amount of dissolved oxygen in the oceans.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400059,"Over a period of time, the water running in a river can wear the riverbed away.","{'text': ['stop flowing.', 'create waves.', 'move faster and cleaner.', 'become deeper and wider.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7044328,"""Which best explains what scientists are referring to when they use the term conservation?""","{'text': ['nonliving parts of the environment', 'living organisms in the environment', 'health of the living organisms in the environment', 'protection, management, and renewal of resources'], 'label': ['A', 'B', 'C', 'D']}",D
MEA_2010_8_1,"""Which objects in our solar system give off their own light?""","{'text': ['only the Sun', 'the Sun and the Moon', 'the Sun, the Moon, and some planets', 'the Sun, the Moon, some planets, and comets'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_410807,"""Change reducing the time of the tadpole transformation would be most useful amidst situation?""","{'text': ['when tadpoles need to swim immediately', 'when there is a limited amount of water in their environment', 'when there is a decrease in the number of predators', 'when tadpoles need to blend in with their surroundings'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_403234,A object 20 N is placed on a surface and did start to slide. What is the most likely reason the object begins to move?,"{'text': ['Gravity exerts a balanced force on the object.', 'An unbalanced force causes acceleration.', 'Friction is applied to the object.', 'The forces acting on the object are in equilibrium.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7011323,"""Which items would take in the less amount of time to decompose nature?""","{'text': ['cut grass', 'paper cups', 'newspapers', 'cut down trees'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7109463,Which process in the carbon cycle take to complete the longest?,"{'text': ['emission of waste', 'respiration in animals', 'photosynthesis in plants', 'formation of fossil fuels'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401277,"""Organisms living deep in the ocean, some organisms marine can be able to produce their own light. The light these ones produce is most likely used for which of these activities?""","{'text': ['moving through the water', 'producing oxygen', 'attracting prey', 'escaping predators'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2005_5_25,"When the temperature, -5°C, of a sample of 25 water is...","{'text': ['a gas.', 'a liquid.', 'a solid.', 'a vapor.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401272,"""Thomas Edison did invent the light bulb by using""","{'text': ['lit candles.', 'atomic models.', 'reflected light.', 'the scientific method.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7103600,"A student did look into the effects of food for plants on corn plants by doing the next steps. 1. Plant these ones in the same type and amount of earth in full sunlight.2. Add the same amount of different kinds of food for plants to each group.3. Water the plants for 5 minutes each day.4. Check the heights of the plants each day. What is the thing that is changed in this look to find out?""","{'text': ['type of plant', 'height of plant', 'amount of fertilizer', 'type of fertilizer'], 'label': ['A', 'B', 'C', 'D']}",D
MDSA_2009_8_2,"""The period for each planet in our solar system is different plus the period of rotation for Earth is.""","{'text': ['24 hours', '28 days', '13 weeks', '1 year'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7127943,"As early as the 1600s, scientists noticed that the continents appeared to fit together like pieces of a puzzle. The idea that the continents were once together and had drifted apart was not widely accepted. In the 1940s, technology used on submarines led to evidence of continental movement. This technology allowed the scientists to do which of these?","{'text': ['to explain the mechanism that caused the continents to move', 'to consider the glacial evidence as outdated', 'to explain the extinction of the dinosaurs', 'to consider it unlikely that the continents were once together'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7084665,"""What can be seen without the aid of a telescope's on a night clear?""","{'text': ['the Milky Way galaxy', 'moons of other planets', 'asteroids', 'Pluto'], 'label': ['A', 'B', 'C', 'D']}",A
FCAT_2008_5_2,"""The stem can be an important part of many plants. Which of the following is most similar to the role performed by the stem of a plant?""","{'text': ['an anchor holding a boat in place', 'a snack company producing energy bars', 'a colorful sign attracting people into a store', 'an elevator transporting supplies from one floor to another'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_414041,"Students shake salt into a jar of water's, and they shake pepper into a second jar of water's.","{'text': ['Only the salt and water is a mixture.', 'Only the pepper and water is a solution.', 'Both jars contain solutions.', 'Both jars contain mixtures.'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2014_8_20,"""The students in a class would like to make 20 paper sailboats for a race. The students will select one design and collect the materials they need to construct the boats. Which of the following is the best way for the students design to be sure the paper sailboats will float without tipping over in the water?""","{'text': ['construct a prototype of a boat for testing', 'calculate the total mass of all of the finished boats', 'determine the total amount of weight each boat can carry', 'test the strength of each material used to construct the boats'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7211680,"""Mice are pushing in a handle in order to get food plus learning this ability is helping them survive of the wild's by allowing them to""","{'text': ['choose the best environment for their adaptations.', 'pass beneficial behavior genes onto their offspring.', 'alter their behavior based on past experience.', 'change their environment in beneficial ways.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7216248,Which structures can be common to both plant and animal cells?,"{'text': ['vacuole, chloroplast, nucleus', 'cell membrane, nucleus, mitochondrion', 'nucleus, cell wall, cell membrane', 'mitochondrion, vacuole, cell wall'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_417677,What makes shiny and bright the ball look shiny?,"{'text': ['The ball makes light.', 'The ball reflects light.', 'The ball absorbs light and then releases it.', 'The ball absorbs light and keeps it inside.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7221655,"""Electric cars can be expensive to own, plus charging stations can be not find to. Not like <blank>, these ones make no bad air when being driven. Which of the next best explains why people choose to use this technology?""","{'text': ['The technology is a scientific advancement.', 'Electric cars store energy in batteries.', 'The technology is environmentally friendly.', 'Everyone is getting an electric car.'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2006_9_12,"""Why is a rod plastic rubbed which the fur is being rubbed with having a negative charge?""","{'text': ['The fur gives up protons to the rod.', 'The rod gives up electrons to the air.', 'The fur gains protons from the rod.', 'The rod gains electrons from the fur.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7071523,"""Students use tongs and glasses to look at a piece of fungus on bread. Which should they also use for protection in this search?""","{'text': ['bright light', 'dark glasses', 'breathing masks', 'hot plates'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_406550,Worms live in the belly of dogs' and take in food from what the dog eats these ones.,"{'text': ['The dog and tapeworm both become ill.', 'The dog becomes ill, and the tapeworm benefits.', 'The tapeworm and dog help each other survive.', 'The tapeworm helps the dog survive.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400057,"""In some U.S. national parks, black bears lost their fear of humans and look for food along roadside campsites.""","{'text': ['becoming an herbivore.', 'using its inherited traits.', 'finding a new ecosystem.', 'learning a new behavior.'], 'label': ['A', 'B', 'C', 'D']}",D
TAKS_2009_5_26,"""Which of the following's can be found on both Earth and the moon?""","{'text': ['Hills', 'Thick atmosphere', 'Thunderstorms', 'Oceans'], 'label': ['A', 'B', 'C', 'D']}",A
LEAP_2007_8_10417,"""In pea plants, the feature for seeds round can be strong over the feature for seeds old. Plus a plant clean strong with seeds round am being crossed with a plant with seeds old, what can be predicted about the baby plants?""","{'text': ['They will always produce round seeds.', 'They will only produce wrinkled seeds.', 'Each offspring plant will have some round and some wrinkled seeds.', 'Unless the plant with wrinkled seeds was pure recessive, no prediction can be made.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7058415,"When air is cold at the tops of mountains, the air","{'text': ['will flow toward areas of lower pressure in valleys.', 'will flow toward areas of higher pressure in valleys.', 'is considered to be less dense than warmer air.', 'is considered to be free of oxygen atoms.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_405136,Which statement is true about rocks?,"{'text': ['Minerals are made of rocks.', 'Crystals are made of rocks.', 'Rocks are made of one or more minerals.', 'Magma is made of solid rock.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_415086,"""An airplane flies in a straight line between two cities separated by 840 kilometers. If it takes 4 hours for the airplane to make the trip, what is its average speed?""","{'text': ['84 km/h', '105 km/h', '180 km/h', '210 km/h'], 'label': ['A', 'B', 'C', 'D']}",D
NYSEDREGENTS_2010_4_4,"""It can roll over flat ground plus if the ground is covered with sand, the truck will most likely roll.""","{'text': ['slower', 'faster', 'at the same speed'], 'label': ['A', 'B', 'C']}",A
Mercury_SC_401357,Which process in the water cycle return to the atmosphere water?,"{'text': ['condensation', 'evaporation', 'precipitation', 'transpiration'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2008_8_11,What is the food source for some fungi?,"{'text': ['sunlight', 'oxygen', 'carbon dioxide', 'dead organisms'], 'label': ['1', '2', '3', '4']}",4
NCEOGA_2013_5_20,"""Which characteristic <blank> not be inheriting from one or both of its parents?""","{'text': ['freckles', 'hair style', 'eye color', 'dimples'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400500,Which set of elements contain only metals?,"{'text': ['iodine, iron, nickel', 'helium, carbon, gold', 'sodium, chromium, copper', 'phosphorus, nitrogen, oxygen'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7141610,There is a small change in gravity at the top of a mountain. Which property would most likely be less at the top of a mountain?,"{'text': ['mass', 'weight', 'body density', 'body temperature'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2008_8_30,"""Part of the east South America coast plus the coast west Africa have matching fossils within the same series of rock layers. This provides evidence that these ones were once""","{'text': ['separated by a much larger ocean', 'joined together as one landmass', 'located near the North Pole', 'in a different hemisphere'], 'label': ['1', '2', '3', '4']}",2
ACTAAP_2011_5_16,"""Pat dissolved some table salt amidst water plus she then did put a drop of the water on and did turn on the lamp. As the water did go away, she did see small square structures being formed.""","{'text': ['purification of an ore', 'the growth of a crystal', 'a liquid becoming a solid', 'sedimentation of granules'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7013965,"""An engineer are using a computer to design a bridge.""","{'text': ['maximum load the bridge can support', 'cost of material used to build the bridge', 'percent of materials that can be recycled', 'speed with which the bridge can be constructed'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7034843,"""What physical feature tells apart elements on the left side of the Table of Elements amidst elements on the right side?""","{'text': ['number of protons', 'state of matter', 'atomic mass', 'temperature'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_407610,"""In 1903 Mary Anderson did invent the first windshield wiper. How did this invention most likely help people?""","{'text': ['It helped people use less gas.', 'It kept people from driving too fast.', 'It made cars easier for people to buy.', 'It made cars safer to drive in bad weather.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_405947,"""Machines putting together car parts many. What is a good effect of using machines to put together these?""","{'text': ['The assembly takes more time.', 'More workers are needed for assembly.', 'There are fewer injuries to workers.', 'More mistakes are made during the assembly.'], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2012_8_6,"""Which change in Earth ground is most directly related the water cycle?""","{'text': ['deposition of sediments', 'uplifting of a mountain', 'formation of ocean trenches', 'movement of tectonic plates'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_LBS11022,"""Which of next made products can be produced using as a raw material petroleum?""","{'text': ['plastic soda bottles', 'aluminum cans', 'porcelain cups', 'copper pot'], 'label': ['A', 'B', 'C', 'D']}",A
TIMSS_1995_8_J1,"""Which BEST describe the surface the Earth of billions of years?""","{'text': ['A flat surface is gradually pushed up into higher and higher mountains until the Earth is covered with mountains.', 'High mountains gradually wear down until most of the Earth is at sea level.', 'High mountains gradually wear down as new mountains are continuously being formed, over and over again.', 'High mountains and flat plains stay side by side for billions of years with little change.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_408366,Joshua studied the animals living environment coastal.,"{'text': ['sand', 'producers', 'salt water', 'sea shells'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7027160,"""A type of food for plants is saying it is having all the things a plant needs to get big. Food for plants may be being thought that is having all these ones except for""","{'text': ['potassium.', 'phosphorus.', 'carbohydrates.', 'nitrogen.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400062,A plateau can be most likely formed by <blank>,"{'text': ['runoff from a river.', 'weathering by waves.', 'erosion of rock debris.', 'a buildup of cooled lava.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7029803,"""Why does a floor covered with tile feel colder than a floor covered with carpet?""","{'text': ['The tile floor is colder than the carpet.', 'The tile floor conducts heat better than the carpet.', 'The carpet conducts heat better than the tile floor.', 'The tile floor is a better insulator than the carpet.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_416155,"""Which body system is protecting brain from getting bumped?""","{'text': ['the circulatory system', 'the nervous system', 'the skeletal system', 'the digestive system'], 'label': ['A', 'B', 'C', 'D']}",C
AIMS_2009_4_5,"""Which of these ones are saving natural resources used to make a television?""","{'text': ['repair your broken television', 'buy a television that is on sale', 'throw old televisions in the trash', 'donate a new television to your school'], 'label': ['A', 'B', 'C', 'D']}",A
TIMSS_2003_4_pg7,"""Each one of these which you throws away fastest of?""","{'text': ['A glass bottle', 'A metal can', 'A plastic bottle', 'An apple core'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7142415,"""A lake which received water from the fields had a healthy fish population plus several years ago, a new type of poison did help to plants. As water entered the lake, it killed a bug which was a main food for these ones. Which will most likely happen if farmers in the area stop using the poison?""","{'text': ['The population of fish will increase.', 'The insects will become more resistant to the pesticide.', 'The lake will be unable to support life.', 'The fish will find another food source.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7212818,"""Scientists can present the results of their investigations to others for review because""","{'text': ['people need to be informed about the scientific process.', 'data often supports more than one explanation.', 'it deters other scientists from duplicating research.', 'it ensures that researchers receive credit.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_413299,"""Which alternative energy resource are being produced from plants?""","{'text': ['biofuel', 'hydroelectricity', 'geothermal heat', 'solar radiation'], 'label': ['A', 'B', 'C', 'D']}",A
TIMSS_1995_8_N2,"""Which of these ones would give you most of the nutrients you are needing?""","{'text': ['Meat, milk, and a piece of chocolate', 'Bread, vegetables, and fish', 'Vegetables, fruits, and water', 'Meat, fish, and bread'], 'label': ['A', 'B', 'C', 'D']}",B
LEAP_2005_8_10404,The radiant energy <blank> to Earth from the Sun can be.,"{'text': ['only one wavelength that we see as yellow.', 'a narrow band of wavelengths that is entirely visible light.', 'mostly long wavelengths that become heat energy.', 'a range of many wavelengths from long to very short.'], 'label': ['A', 'B', 'C', 'D']}",D
AIMS_2008_8_6,"""Which danger are not linked with the throwing of old car oil away?""","{'text': ['It is insoluble and difficult to clean up.', 'It dissolves in water and causes acid rain.', 'It enter storm drains and contaminates surface water.', 'It leaks onto the ground and contaminates soil and ground water.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7057173,A doctor help patiently a patient showing signs of tiredness and high temperature.,"{'text': ['nutritional imbalance', 'fractured bone', 'abnormal cellular reproduction', 'foreign bacteria'], 'label': ['A', 'B', 'C', 'D']}",D
TIMSS_2007_8_pg60,"""Which of the following animals have been on Earth for the longest period of time?""","{'text': ['Humans', 'Birds', 'Fish', 'Reptiles'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401766,Which be the best example of an object which light refracts?,"{'text': ['eyeglasses', 'mirrors', 'silver bowl', 'television sets'], 'label': ['A', 'B', 'C', 'D']}",A
